car_id,vehicle_age,km_driven,seller_type
2857,4,51171,Dealer
2858,4,36812,Dealer
2859,4,53000,Individual
2860,5,17500,Individual
2861,4,35000,Individual
2862,3,63000,Individual
2863,4,80000,Individual
2864,3,68000,Individual
2865,2,35000,Individual
2866,3,10000,Individual
2867,2,40000,Individual
2868,3,70000,Individual
2869,3,60000,Individual
2870,5,50500,Individual
2871,4,50000,Individual
2872,3,50000,Individual
2873,5,60000,Individual
2874,5,60000,Individual
2875,3,40000,Individual
2876,5,29200,Individual
2877,5,60000,Individual
2878,3,60000,Individual
2879,2,20000,Individual
2880,4,58000,Dealer
2881,4,24900,Dealer
2882,3,60204,Dealer
2883,2,40000,Dealer
2884,4,25000,Individual
2885,2,50000,Individual
2886,3,26000,Individual
2887,4,95000,Individual
2888,3,30000,Individual
2889,4,25000,Individual
2890,2,60000,Individual
2891,3,65000,Individual
2892,3,40000,Individual
2893,10,31000,Dealer
2894,7,45000,Dealer
2895,4,50000,Dealer
2896,4,59170,Dealer
2897,6,69666,Dealer
2898,5,64172,Dealer
2899,3,32525,Dealer
2900,2,37000,Dealer
2901,4,68000,Dealer
2902,3,50000,Individual
2903,2,35000,Individual
2904,3,70000,Individual
2905,5,80000,Individual
2906,4,60000,Individual
2907,1,40000,Individual
2908,4,70000,Individual
2909,4,70000,Individual
2910,4,84667,Individual
2911,4,100000,Individual
2912,3,35000,Individual
2913,5,35000,Individual
2914,4,57000,Individual
2915,4,80000,Individual
2916,1,30000,Individual
2917,3,30000,Individual
2918,5,50000,Individual
2919,3,83000,Individual
2920,2,20000,Individual
2921,2,40000,Individual
2922,5,80000,Individual
2923,3,45000,Individual
2924,3,20000,Individual
2925,4,80000,Individual
2926,6,34500,Dealer
2927,9,46573,Dealer
2928,9,35000,Dealer
2929,8,34000,Dealer
2930,10,44000,Dealer
2931,10,570000,Dealer
2932,9,55500,Dealer
2933,11,45000,Dealer
2934,10,49000,Dealer
2935,11,114231,Dealer
2936,8,43000,Dealer
2937,11,161728,Dealer
2938,9,37453,Dealer
2939,10,45452,Dealer
2940,11,87884,Dealer
2941,11,104433,Dealer
2942,10,38256,Dealer
2943,10,39568,Dealer
2944,10,46132,Dealer
2945,9,23207,Dealer
2946,10,50000,Dealer
2947,10,50000,Dealer
2948,6,68140,Dealer
2949,10,43493,Dealer
2950,10,57342,Dealer
2951,9,48507,Dealer
2952,9,48000,Dealer
2953,10,40000,Dealer
2954,11,35500,Dealer
2955,8,46584,Dealer
2956,10,69000,Dealer
2957,10,40000,Individual
2958,9,25000,Individual
2959,11,90000,Individual
2960,10,18800,Individual
2961,11,35000,Individual
2962,8,30000,Individual
2963,10,36000,Individual
2964,11,80000,Individual
2965,10,25000,Individual
2966,11,80000,Individual
2967,11,80000,Individual
2968,11,63500,Individual
2969,10,35000,Individual
2970,6,75000,Dealer
2971,8,32000,Dealer
2972,8,91468,Dealer
2973,6,62220,Dealer
2974,7,89000,Dealer
2975,6,38597,Dealer
2976,6,20000,Dealer
2977,7,71000,Dealer
2978,7,47985,Dealer
2979,6,85000,Dealer
2980,6,94870,Dealer
2981,8,61000,Dealer
2982,5,91288,Dealer
2983,6,142996,Dealer
2984,7,33700,Dealer
2985,6,78389,Dealer
2986,5,64300,Dealer
2987,6,80000,Dealer
2988,8,58000,Dealer
2989,7,151315,Dealer
2990,7,95094,Dealer
2991,8,65000,Dealer
2992,6,51597,Dealer
2993,7,45135,Dealer
2994,5,38861,Dealer
2995,6,48728,Dealer
2996,6,79225,Dealer
2997,7,103431,Dealer
2998,7,53000,Dealer
2999,7,70000,Dealer
3000,6,63471,Dealer
3001,7,56000,Dealer
3002,5,62214,Dealer
3003,5,71900,Dealer
3004,7,90598,Dealer
3005,5,22000,Dealer
3006,12,59000,Dealer
3007,6,65000,Dealer
3008,6,52312,Dealer
3009,6,77425,Dealer
3010,8,79115,Dealer
3011,7,50000,Dealer
3012,7,56000,Dealer
3013,7,55000,Dealer
3014,7,56000,Dealer
3015,5,54000,Dealer
3016,5,62580,Dealer
3017,7,55000,Dealer
3018,8,78000,Dealer
3019,4,40000,Dealer
3020,4,39000,Dealer
3021,6,49000,Dealer
3022,5,38000,Dealer
3023,8,70000,Dealer
3024,5,68000,Dealer
3025,5,48000,Dealer
3026,4,48000,Dealer
3027,6,46000,Dealer
3028,7,56494,Dealer
3029,8,70000,Dealer
3030,6,52627,Dealer
3031,6,61062,Dealer
3032,7,89000,Dealer
3033,3,18000,Dealer
3034,5,33500,Dealer
3035,7,73000,Dealer
3036,4,45000,Dealer
3037,7,80000,Individual
3038,6,70000,Individual
3039,5,60000,Individual
3040,5,70000,Individual
3041,6,80000,Individual
3042,5,70000,Individual
3043,6,70000,Individual
3044,5,37400,Individual
3045,5,5000,Individual
3046,6,110000,Individual
3047,7,60000,Individual
3048,6,50000,Individual
3049,5,80000,Individual
3050,6,30000,Individual
3051,8,40000,Individual
3052,8,40000,Individual
3053,4,40000,Individual
3054,7,80000,Individual
3055,6,147000,Individual
3056,6,112000,Individual
3057,8,83000,Individual
3058,6,50000,Individual
3059,7,165000,Individual
3060,5,110000,Individual
3061,7,46000,Individual
3062,6,110000,Individual
3063,7,93334,Dealer
3064,10,56000,Dealer
3065,8,73000,Dealer
3066,9,32000,Dealer
3067,10,56000,Dealer
3068,6,26000,Individual
3069,7,30000,Individual
3070,6,35000,Individual
3071,7,60000,Individual
3072,7,69800,Individual
3073,7,105000,Individual
3074,1,1784,Dealer
3075,2,2709,Dealer
3076,1,5600,Individual
3077,1,4500,Individual
3078,2,11000,Dealer
3079,2,10000,Individual
3080,2,10000,Individual
3081,2,20500,Individual
3082,2,23000,Individual
3083,2,35000,Individual
3084,2,7100,Individual
3085,2,15000,Individual
3086,10,34304,Dealer
3087,2,7647,Dealer
3088,7,63000,Dealer
3089,11,35000,Dealer
3090,2,34197,Dealer
3091,3,33000,Dealer
3092,2,29500,Dealer
3093,10,70000,Dealer
3094,5,40000,Dealer
3095,2,7557,Dealer
3096,1,20000,Individual
3097,1,8200,Individual
3098,6,39900,Dealer
3099,4,40000,Dealer
3100,3,76826,Dealer
3101,8,55000,Dealer
3102,7,161209,Dealer
3103,4,73630,Dealer
3104,5,16000,Dealer
3105,6,59000,Dealer
3106,6,8403,Dealer
3107,6,62000,Dealer
3108,7,63000,Dealer
3109,7,41600,Dealer
3110,8,39600,Dealer
3111,11,97438,Dealer
3112,5,55000,Dealer
3113,9,72422,Dealer
3114,6,58500,Dealer
3115,10,79345,Dealer
3116,1,2000,Dealer
3117,10,62000,Dealer
3118,1,8001,Dealer
3119,1,5512,Dealer
3120,9,56000,Dealer
3121,5,51000,Dealer
3122,5,29000,Dealer
3123,2,17000,Dealer
3124,2,12000,Dealer
3125,6,37000,Dealer
3126,6,37000,Dealer
3127,5,38640,Dealer
3128,10,93456,Dealer
3129,4,27000,Dealer
3130,4,19955,Dealer
3131,9,65000,Dealer
3132,4,48000,Dealer
3133,6,49000,Dealer
3134,5,37000,Dealer
3135,3,36000,Dealer
3136,2,17000,Dealer
3137,6,58000,Dealer
3138,8,20000,Individual
3139,9,20000,Individual
3140,6,40000,Individual
3141,2,13000,Individual
3142,2,50000,Individual
3143,2,25000,Individual
3144,7,30000,Individual
3145,5,15000,Individual
3146,3,59000,Individual
3147,5,15000,Individual
3148,2,25000,Individual
3149,11,10000,Individual
3150,8,18000,Individual
3151,5,5000,Individual
3152,11,7000,Individual
3153,7,50000,Individual
3154,5,50000,Individual
3155,2,25000,Individual
3156,5,40000,Individual
3157,8,40000,Individual
3158,1,10000,Individual
3159,6,20000,Individual
3160,9,96500,Individual
3161,6,70000,Individual
3162,3,20000,Individual
3163,2,15000,Individual
3164,2,10000,Individual
3165,5,10000,Individual
3166,5,63530,Individual
3167,5,203125,Individual
3168,2,70000,Individual
3169,2,4000,Individual
3170,6,50000,Individual
3171,2,30000,Individual
3172,11,110000,Individual
3173,6,60000,Individual
3174,11,22000,Individual
3175,10,100000,Individual
3176,2,30000,Individual
3177,2,13500,Individual
3178,2,1500,Individual
3179,3,20000,Individual
3180,4,55000,Individual
3181,8,90000,Dealer
3182,10,63000,Dealer
3183,10,98000,Dealer
3184,9,62000,Dealer
3185,10,63000,Dealer
3186,11,61000,Dealer
3187,7,40266,Dealer
3188,9,38000,Dealer
3189,7,51200,Dealer
3190,9,58200,Dealer
3191,8,33000,Dealer
3192,10,65894,Dealer
3193,9,45710,Dealer
3194,7,43000,Dealer
3195,10,105000,Dealer
3196,9,90100,Dealer
3197,9,70000,Dealer
3198,10,70250,Dealer
3199,8,49000,Dealer
3200,7,79000,Dealer
3201,7,43000,Dealer
3202,8,73000,Dealer
3203,8,113566,Dealer
3204,9,92000,Dealer
3205,9,72000,Dealer
3206,5,43000,Dealer
3207,5,76574,Dealer
3208,9,30000,Dealer
3209,8,70000,Dealer
3210,8,144653,Dealer
3211,8,72986,Dealer
3212,8,101840,Dealer
3213,8,50000,Dealer
3214,8,58000,Dealer
3215,8,23000,Dealer
3216,7,71377,Dealer
3217,9,55000,Dealer
3218,8,68000,Dealer
3219,10,199000,Dealer
3220,8,58000,Dealer
3221,8,61000,Dealer
3222,8,56000,Dealer
3223,8,69000,Dealer
3224,10,62000,Dealer
3225,8,53000,Dealer
3226,8,89103,Dealer
3227,10,27282,Dealer
3228,10,64845,Dealer
3229,8,70000,Dealer
3230,11,48000,Dealer
3231,5,74200,Dealer
3232,8,38000,Dealer
3233,9,62000,Dealer
3234,8,46000,Dealer
3235,11,106451,Dealer
3236,7,62200,Dealer
3237,8,69000,Dealer
3238,9,54000,Dealer
3239,8,83703,Dealer
3240,10,78800,Dealer
3241,9,55000,Dealer
3242,9,91000,Dealer
3243,9,65000,Dealer
3244,6,33000,Dealer
3245,9,57000,Dealer
3246,9,60000,Dealer
3247,9,58700,Dealer
3248,11,50000,Dealer
3249,5,70000,Dealer
3250,6,43000,Dealer
3251,10,61000,Dealer
3252,9,39000,Dealer
3253,11,50000,Dealer
3254,11,51000,Dealer
3255,7,20000,Dealer
3256,9,55252,Dealer
3257,10,63000,Dealer
3258,9,104233,Dealer
3259,8,37000,Dealer
3260,9,67000,Dealer
3261,10,49000,Dealer
3262,10,21000,Dealer
3263,11,350000,Individual
3264,11,60000,Individual
3265,9,35000,Individual
3266,8,90000,Individual
3267,8,93500,Individual
3268,8,60000,Individual
3269,8,70000,Individual
3270,8,110000,Individual
3271,9,96000,Individual
3272,8,60000,Individual
3273,9,60000,Individual
3274,9,70000,Individual
3275,9,120000,Individual
3276,11,39800,Individual
3277,10,120000,Individual
3278,9,50000,Individual
3279,9,80000,Individual
3280,9,110000,Individual
3281,10,70000,Individual
3282,8,123000,Individual
3283,8,32000,Individual
3284,8,35000,Individual
3285,9,90000,Individual
3286,8,120000,Individual
3287,8,100000,Individual
3288,3,32000,Dealer
3289,2,14000,Dealer
3290,12,94000,Dealer
3291,7,50900,Dealer
3292,6,32000,Dealer
3293,4,36000,Dealer
3294,6,68000,Dealer
3295,3,53000,Dealer
3296,9,70000,Dealer
3297,13,82400,Dealer
3298,10,95398,Dealer
3299,10,75220,Dealer
3300,10,64000,Dealer
3301,11,87000,Dealer
3302,10,88000,Dealer
3303,6,45000,Dealer
3304,11,78000,Dealer
3305,10,80000,Dealer
3306,6,70000,Dealer
3307,10,88000,Dealer
3308,10,64000,Dealer
3309,4,50000,Dealer
3310,7,89000,Dealer
3311,8,71200,Dealer
3312,6,45782,Dealer
3313,13,79000,Dealer
3314,7,101931,Dealer
3315,6,58000,Dealer
3316,4,77000,Dealer
3317,5,65000,Dealer
3318,9,80000,Dealer
3319,4,60852,Dealer
3320,8,82000,Dealer
3321,13,84903,Dealer
3322,9,80000,Dealer
3323,4,48518,Dealer
3324,13,95000,Dealer
3325,13,86379,Dealer
3326,7,75000,Dealer
3327,8,61000,Dealer
3328,7,102000,Dealer
3329,4,49000,Dealer
3330,6,63348,Dealer
3331,5,86000,Dealer
3332,3,54400,Dealer
3333,5,82253,Dealer
3334,6,86521,Dealer
3335,9,55000,Dealer
3336,9,60000,Dealer
3337,5,50000,Dealer
3338,7,46001,Dealer
3339,4,45000,Dealer
3340,5,52000,Dealer
3341,10,60682,Dealer
3342,5,67004,Dealer
3343,10,65000,Dealer
3344,8,63980,Dealer
3345,8,93000,Dealer
3346,10,62000,Dealer
3347,6,65000,Dealer
3348,9,48059,Dealer
3349,9,78000,Dealer
3350,6,63000,Dealer
3351,10,83000,Dealer
3352,6,79000,Dealer
3353,5,40000,Dealer
3354,6,94000,Dealer
3355,5,68000,Dealer
3356,10,89000,Dealer
3357,11,133000,Dealer
3358,6,72000,Dealer
3359,9,76000,Dealer
3360,10,85000,Dealer
3361,1,76165,Dealer
3362,9,52000,Dealer
3363,7,90000,Dealer
3364,9,120000,Individual
3365,9,74600,Individual
3366,13,120000,Individual
3367,9,120000,Individual
3368,13,40578,Individual
3369,11,50000,Individual
3370,9,106000,Individual
3371,9,43500,Individual
3372,3,100000,Individual
3373,10,120000,Individual
3374,11,80000,Individual
3375,11,110000,Individual
3376,11,60000,Individual
3377,8,56000,Individual
3378,11,50000,Individual
3379,9,100000,Individual
3380,5,80000,Individual
3381,13,100000,Individual
3382,4,60500,Individual
3383,9,40000,Individual
3384,9,120000,Individual
3385,9,80000,Individual
3386,11,68500,Individual
3387,9,110000,Individual
3388,11,100000,Individual
3389,9,250000,Individual
3390,9,154600,Individual
3391,9,80000,Individual
3392,9,87800,Individual
3393,8,35000,Individual
3394,9,100000,Individual
3395,10,86000,Individual
3396,12,92000,Individual
3397,10,120000,Individual
3398,9,120000,Individual
3399,10,110000,Individual
3400,13,110000,Individual
3401,9,70000,Individual
3402,10,76000,Individual
3403,11,70000,Individual
3404,9,110000,Individual
3405,11,156000,Individual
3406,9,77775,Individual
3407,13,50000,Individual
3408,10,90000,Individual
3409,10,86000,Individual
3410,10,170000,Individual
3411,13,115000,Individual
3412,9,120000,Individual
3413,10,180000,Individual
3414,12,170000,Individual
3415,10,120000,Individual
3416,9,170000,Individual
3417,4,36643,Dealer
3418,3,9800,Dealer
3419,3,11510,Dealer
3420,4,46139,Dealer
3421,3,31834,Dealer
3422,5,63821,Dealer
3423,3,16000,Dealer
3424,3,43000,Dealer
3425,5,70000,Dealer
3426,7,84566,Dealer
3427,3,48000,Dealer
3428,5,78000,Dealer
3429,3,58072,Dealer
3430,5,58000,Dealer
3431,4,77795,Dealer
3432,7,54000,Dealer
3433,7,55000,Dealer
3434,8,70000,Dealer
3435,4,21000,Dealer
3436,3,50000,Dealer
3437,4,50000,Dealer
3438,4,36732,Dealer
3439,3,50000,Dealer
3440,4,56302,Dealer
3441,4,21000,Dealer
3442,4,19744,Dealer
3443,3,50000,Individual
3444,4,60000,Individual
3445,3,54000,Individual
3446,4,45000,Individual
3447,2,5000,Individual
3448,4,50000,Individual
3449,4,60000,Individual
3450,3,38000,Individual
3451,3,7400,Individual
3452,2,9000,Individual
3453,2,35000,Individual
3454,3,70000,Individual
3455,4,73000,Individual
3456,3,23000,Individual
3457,3,60000,Individual
3458,3,35000,Individual
3459,4,30000,Individual
3460,4,38465,Individual
3461,4,50000,Individual
3462,4,50000,Individual
3463,4,11700,Individual
3464,4,59656,Trustmark Dealer
3465,5,33000,Dealer
3466,6,63000,Dealer
3467,6,60000,Dealer
3468,3,33635,Dealer
3469,3,10398,Dealer
3470,3,34000,Dealer
3471,3,38340,Dealer
3472,4,75000,Dealer
3473,3,60000,Dealer
3474,2,69000,Dealer
3475,4,45000,Dealer
3476,3,35000,Dealer
3477,5,76000,Dealer
3478,5,72000,Dealer
3479,4,60881,Dealer
3480,4,32000,Dealer
3481,4,44000,Dealer
3482,4,71000,Dealer
3483,4,57241,Dealer
3484,3,83000,Dealer
3485,4,53701,Dealer
3486,4,57000,Dealer
3487,4,53000,Dealer
3488,4,98521,Dealer
3489,5,479000,Dealer
3490,3,14000,Dealer
3491,6,29000,Dealer
3492,5,58354,Dealer
3493,5,49700,Dealer
3494,6,84999,Dealer
3495,3,48000,Dealer
3496,3,32000,Dealer
3497,4,60000,Dealer
3498,6,70000,Dealer
3499,5,55368,Dealer
3500,4,39000,Dealer
3501,4,45000,Dealer
3502,4,52000,Dealer
3503,4,40000,Dealer
3504,3,50000,Dealer
3505,4,55000,Dealer
3506,3,21000,Individual
3507,4,57000,Individual
3508,4,50000,Individual
3509,3,25000,Individual
3510,2,3500,Individual
3511,2,20000,Individual
3512,5,100000,Individual
3513,3,40000,Individual
3514,5,30000,Individual
3515,3,80000,Individual
3516,3,74000,Individual
3517,3,23000,Individual
3518,4,40000,Individual
3519,4,100000,Individual
3520,2,20000,Individual
3521,5,120000,Individual
3522,3,50000,Individual
3523,6,90000,Individual
3524,5,30000,Individual
3525,4,80000,Individual
3526,5,50000,Individual
3527,2,50000,Individual
3528,4,44000,Individual
3529,3,20000,Individual
3530,4,58000,Individual
3531,6,50000,Individual
3532,4,60000,Individual
3533,3,70000,Individual
3534,5,90000,Individual
3535,2,23000,Individual
3536,4,50000,Individual
3537,4,70000,Individual
3538,5,70000,Individual
3539,4,42000,Individual
3540,3,18000,Dealer
3541,4,59518,Dealer
3542,4,32000,Dealer
3543,4,80000,Individual
3544,3,41000,Individual
3545,5,78000,Dealer
3546,6,46000,Dealer
3547,7,70000,Dealer
3548,5,30000,Dealer
3549,4,13500,Dealer
3550,11,45000,Dealer
3551,6,46000,Dealer
3552,5,110000,Dealer
3553,5,20000,Dealer
3554,4,18171,Dealer
3555,6,54985,Dealer
3556,7,73000,Dealer
3557,8,55322,Dealer
3558,3,58000,Dealer
3559,6,48900,Dealer
3560,6,72477,Dealer
3561,3,22003,Dealer
3562,5,58000,Dealer
3563,8,59000,Dealer
3564,6,23569,Dealer
3565,2,12600,Dealer
3566,6,40346,Dealer
3567,2,13000,Dealer
3568,4,22815,Dealer
3569,6,46888,Dealer
3570,5,19000,Dealer
3571,7,28492,Dealer
3572,5,45000,Dealer
3573,6,52752,Dealer
3574,6,65869,Dealer
3575,6,33000,Dealer
3576,5,93096,Dealer
3577,7,71000,Dealer
3578,6,41000,Dealer
3579,4,35000,Dealer
3580,5,39000,Dealer
3581,10,65000,Dealer
3582,7,17205,Dealer
3583,6,34156,Dealer
3584,6,38000,Dealer
3585,4,27000,Dealer
3586,5,32967,Dealer
3587,6,65000,Dealer
3588,6,32000,Dealer
3589,6,7000,Dealer
3590,6,20000,Dealer
3591,4,55000,Dealer
3592,7,40000,Dealer
3593,4,14000,Dealer
3594,8,56000,Dealer
3595,4,55000,Dealer
3596,6,61500,Dealer
3597,7,56000,Dealer
3598,5,43439,Dealer
3599,7,25000,Dealer
3600,4,55000,Dealer
3601,3,7000,Dealer
3602,3,16000,Dealer
3603,6,7000,Dealer
3604,4,59894,Dealer
3605,5,49000,Dealer
3606,4,26000,Dealer
3607,5,31000,Dealer
3608,7,18520,Dealer
3609,6,55000,Dealer
3610,6,60000,Individual
3611,5,146000,Individual
3612,7,60000,Individual
3613,5,60000,Individual
3614,7,72000,Individual
3615,4,10000,Individual
3616,7,85000,Individual
3617,7,35000,Individual
3618,6,50000,Individual
3619,7,62200,Dealer
3620,6,58000,Dealer
3621,6,65000,Dealer
3622,5,71245,Dealer
3623,6,84000,Dealer
3624,4,68791,Dealer
3625,7,80000,Dealer
3626,4,45000,Dealer
3627,8,57300,Dealer
3628,8,90145,Dealer
3629,6,45000,Dealer
3630,9,62000,Dealer
3631,6,68251,Dealer
3632,5,42000,Dealer
3633,8,72000,Dealer
3634,6,64366,Dealer
3635,3,30000,Dealer
3636,7,62500,Dealer
3637,5,60000,Dealer
3638,8,79000,Dealer
3639,4,95079,Dealer
3640,6,41000,Dealer
3641,9,100000,Dealer
3642,4,58832,Dealer
3643,3,24000,Dealer
3644,7,47000,Dealer
3645,8,78278,Dealer
3646,7,67800,Dealer
3647,7,100000,Dealer
3648,10,80500,Dealer
3649,6,56562,Dealer
3650,7,96000,Dealer
3651,3,47000,Dealer
3652,10,40000,Dealer
3653,9,60000,Dealer
3654,8,108000,Dealer
3655,9,80000,Dealer
3656,5,37000,Dealer
3657,2,25000,Dealer
3658,10,53000,Dealer
3659,5,61000,Dealer
3660,9,70000,Dealer
3661,7,77000,Dealer
3662,4,64874,Dealer
3663,7,87600,Dealer
3664,3,35000,Dealer
3665,9,73000,Dealer
3666,10,46700,Dealer
3667,9,60000,Dealer
3668,9,79000,Dealer
3669,6,70695,Dealer
3670,8,71233,Dealer
3671,7,81000,Dealer
3672,3,36000,Dealer
3673,10,133592,Dealer
3674,4,70000,Dealer
3675,5,82000,Dealer
3676,5,46852,Dealer
3677,8,77831,Dealer
3678,3,77600,Dealer
3679,4,85000,Dealer
3680,6,92000,Dealer
3681,2,30000,Dealer
3682,8,83000,Dealer
3683,3,14000,Dealer
3684,6,65100,Dealer
3685,10,99008,Dealer
3686,6,101000,Dealer
3687,7,74100,Dealer
3688,9,72000,Dealer
3689,6,68297,Dealer
3690,8,67379,Dealer
3691,4,50000,Dealer
3692,9,68000,Dealer
3693,11,74000,Dealer
3694,8,75486,Dealer
3695,5,110000,Dealer
3696,8,70000,Dealer
3697,4,56145,Dealer
3698,6,76400,Dealer
3699,9,76000,Dealer
3700,8,45000,Dealer
3701,7,35465,Dealer
3702,6,106452,Dealer
3703,3,25000,Dealer
3704,8,86000,Dealer
3705,9,87000,Dealer
3706,9,75000,Dealer
3707,7,64000,Dealer
3708,4,62000,Dealer
3709,4,50000,Dealer
3710,3,39000,Dealer
3711,7,87832,Dealer
3712,4,38991,Dealer
3713,4,91000,Dealer
3714,3,46000,Dealer
3715,4,75823,Dealer
3716,3,39852,Dealer
3717,10,79815,Dealer
3718,6,63254,Dealer
3719,6,56000,Dealer
3720,6,73255,Dealer
3721,6,74232,Dealer
3722,5,58000,Dealer
3723,7,43528,Dealer
3724,5,84000,Dealer
3725,9,55380,Dealer
3726,10,88000,Dealer
3727,8,85000,Dealer
3728,4,59000,Dealer
3729,3,42321,Dealer
3730,6,61425,Dealer
3731,6,68202,Dealer
3732,5,57000,Dealer
3733,6,31000,Dealer
3734,6,45000,Dealer
3735,5,86448,Dealer
3736,9,76000,Dealer
3737,3,34000,Dealer
3738,9,66100,Dealer
3739,6,89000,Dealer
3740,5,130130,Dealer
3741,9,66001,Dealer
3742,7,57351,Dealer
3743,7,60000,Dealer
3744,5,55000,Dealer
3745,6,50000,Dealer
3746,5,68000,Dealer
3747,6,52631,Dealer
3748,7,73000,Dealer
3749,5,79000,Dealer
3750,3,48000,Dealer
3751,6,65122,Dealer
3752,6,78000,Dealer
3753,8,39569,Dealer
3754,7,60000,Dealer
3755,7,85392,Dealer
3756,8,63589,Dealer
3757,6,79000,Dealer
3758,7,64000,Dealer
3759,8,80000,Dealer
3760,7,44235,Dealer
3761,6,123000,Dealer
3762,11,42500,Dealer
3763,7,67067,Dealer
3764,8,55204,Dealer
3765,5,65000,Dealer
3766,3,37000,Dealer
3767,6,61000,Dealer
3768,7,50000,Dealer
3769,7,112795,Dealer
3770,7,80000,Dealer
3771,2,20000,Dealer
3772,7,42000,Dealer
3773,8,58000,Dealer
3774,6,50168,Dealer
3775,8,73536,Dealer
3776,7,73956,Dealer
3777,8,99426,Dealer
3778,7,60001,Dealer
3779,8,65209,Dealer
3780,5,55000,Dealer
3781,8,50000,Dealer
3782,9,64000,Dealer
3783,8,79000,Dealer
3784,8,53569,Dealer
3785,2,22000,Dealer
3786,5,81000,Dealer
3787,7,55000,Dealer
3788,3,62000,Dealer
3789,6,52000,Dealer
3790,7,87140,Dealer
3791,7,30167,Dealer
3792,6,75000,Dealer
3793,5,62235,Dealer
3794,7,72000,Dealer
3795,8,26000,Dealer
3796,8,51405,Dealer
3797,6,52000,Dealer
3798,9,85000,Dealer
3799,6,73000,Dealer
3800,4,47000,Dealer
3801,2,22000,Dealer
3802,8,80000,Dealer
3803,6,90000,Dealer
3804,4,95000,Dealer
3805,9,112755,Dealer
3806,9,78000,Dealer
3807,3,43089,Dealer
3808,4,49649,Dealer
3809,6,102506,Dealer
3810,10,83000,Dealer
3811,9,78231,Dealer
3812,6,82000,Dealer
3813,4,58000,Dealer
3814,6,82250,Dealer
3815,8,40147,Dealer
3816,5,66000,Dealer
3817,5,54000,Dealer
3818,3,38815,Dealer
3819,8,54000,Dealer
3820,3,40000,Dealer
3821,2,30000,Dealer
3822,3,59311,Dealer
3823,3,18000,Dealer
3824,3,28000,Dealer
3825,8,67000,Dealer
3826,4,62904,Dealer
3827,9,92000,Dealer
3828,5,85263,Dealer
3829,6,76448,Dealer
3830,3,54100,Dealer
3831,6,31000,Dealer
3832,9,112454,Dealer
3833,4,59844,Dealer
3834,9,76000,Dealer
3835,5,29123,Dealer
3836,6,127000,Dealer
3837,8,54540,Dealer
3838,4,28000,Dealer
3839,11,78000,Dealer
3840,10,22000,Dealer
3841,5,50000,Dealer
3842,8,90000,Dealer
3843,6,54000,Dealer
3844,3,43071,Dealer
3845,7,12000,Dealer
3846,4,54114,Dealer
3847,6,75000,Dealer
3848,10,22813,Dealer
3849,5,20000,Individual
3850,9,68000,Individual
3851,2,44000,Individual
3852,9,48000,Individual
3853,9,60000,Individual
3854,6,50000,Individual
3855,7,60000,Individual
3856,7,90000,Individual
3857,4,90000,Individual
3858,6,90000,Individual
3859,9,120000,Individual
3860,7,60000,Individual
3861,3,15000,Individual
3862,6,90000,Individual
3863,8,70000,Individual
3864,3,25000,Individual
3865,7,30000,Individual
3866,8,80000,Individual
3867,6,38000,Individual
3868,4,80000,Individual
3869,9,115000,Individual
3870,10,80000,Individual
3871,6,49000,Individual
3872,8,27000,Individual
3873,6,90000,Individual
3874,6,107000,Individual
3875,6,110000,Individual
3876,3,20000,Individual
3877,3,54000,Individual
3878,6,40200,Individual
3879,8,100000,Individual
3880,10,225000,Individual
3881,8,195000,Individual
3882,5,38000,Individual
3883,9,85000,Individual
3884,9,120000,Individual
3885,9,70000,Individual
3886,3,50000,Individual
3887,8,27000,Individual
3888,5,40000,Individual
3889,7,117962,Individual
3890,4,40000,Individual
3891,8,50000,Individual
3892,5,100000,Individual
3893,3,50000,Individual
3894,7,100000,Individual
3895,3,110000,Individual
3896,4,100000,Individual
3897,3,46000,Individual
3898,8,54000,Individual
3899,9,140000,Individual
3900,9,123000,Individual
3901,9,40000,Individual
3902,3,50000,Individual
3903,6,178000,Individual
3904,8,275000,Individual
3905,4,55000,Individual
3906,7,16000,Individual
3907,7,70000,Individual
3908,9,100000,Individual
3909,9,110000,Individual
3910,7,6500,Individual
3911,6,66000,Individual
3912,6,90000,Individual
3913,8,78000,Individual
3914,8,158000,Individual
3915,9,100000,Individual
3916,3,50000,Individual
3917,9,60000,Individual
3918,10,97000,Individual
3919,10,70000,Individual
3920,8,70000,Individual
3921,3,60000,Individual
3922,5,53000,Individual
3923,10,80000,Individual
3924,7,24000,Individual
3925,9,80000,Individual
3926,9,120000,Individual
3927,8,93000,Individual
3928,4,64000,Individual
3929,3,50000,Individual
3930,4,100000,Individual
3931,5,110000,Individual
3932,8,60000,Individual
3933,6,50000,Individual
3934,7,56085,Individual
3935,8,60000,Individual
3936,7,62000,Individual
3937,8,84000,Individual
3938,6,60000,Individual
3939,6,95000,Individual
3940,9,40000,Individual
3941,7,80000,Individual
3942,7,89000,Individual
3943,7,78000,Individual
3944,3,48000,Individual
3945,4,50000,Individual
3946,9,110000,Individual
3947,1,1500,Individual
3948,1,15000,Individual
3949,5,90000,Individual
3950,6,70000,Individual
3951,6,62500,Individual
3952,6,50000,Individual
3953,9,60000,Individual
3954,6,60000,Individual
3955,8,105000,Individual
3956,7,70000,Individual
3957,5,46000,Individual
3958,8,73000,Individual
3959,7,70000,Individual
3960,10,120000,Individual
3961,4,60000,Individual
3962,8,147000,Individual
